protein_id,mean_intensity,mean_treatment,mean_control,log2FoldChange,pvalue,padj,-log10(pvalue),s0_corrected_-log10(pvalue),regulation
Q64541,30.746287638654728,30.792971209659147,30.647398669826174,0.14557253983297258,0.02676988668996289,0.7164606877778008,1.572353467065888,,non significant
P09216,27.099681157084422,27.159921006662575,26.869013846036847,0.2909071606257285,0.025766216186391033,0.7164606877778008,1.588949353665819,6.3610817764628305,non significant
Q794F9,28.143009958422976,28.358824621917353,27.91598114235507,0.44284347956228487,0.024132011677039534,0.7164606877778008,1.6174064732084177,2.759316595526816,non significant
Q08877,27.51014508872659,27.656233856736254,27.025494758969984,0.6307390977662699,0.021728194989340636,0.7164606877778008,1.6629763500130545,2.113045177550443,non significant
P09605,26.537071625070705,26.984767903263805,26.183631684807953,0.8011362184558521,0.020935717017837495,0.7164606877778008,1.679112160564117,1.880457556344271,non significant
P55161,28.99915064807156,28.83225843724212,29.06748274382441,-0.235224306582289,0.025755451546504205,0.7164606877778008,1.5891308316332942,,non significant
Q9ESV6,25.795092143582306,26.00140082007403,25.5654846080531,0.4359162120209277,0.022597097413548636,0.7164606877778008,1.64594734219047,2.8037629171195557,non significant
P18418,27.990515956888828,28.256152006811508,27.7304442243412,0.5257077824703096,0.021714089140569964,0.7164606877778008,1.663258383640966,2.3798534021049935,non significant
Q561S0,26.98682812949684,26.88191990175976,27.16687969429606,-0.2849597925363021,0.02331782883098953,0.7164606877778008,1.6323118900458728,7.358262643341266,non significant
P97700,28.547249684384518,28.84223286502457,28.32517993521456,0.5170529298100099,0.026685829021682126,0.7164606877778008,1.5737193008630403,2.409907391977305,non significant
O35264,25.976448059653382,26.386908807941623,25.900039232559703,0.4868695753819203,0.02758414953262138,0.7204717151734679,1.5593404015551962,2.5293636764353655,non significant
Q9JI12,26.63766553786214,26.61285048820781,26.423736111258652,0.18911437694915634,0.11132240634071808,0.7591945984279952,0.9534174145442436,,non significant
Q5I0P2,22.518963851321462,23.208593136629435,22.42502359978508,0.7835695368443538,0.030792320390100273,0.7591945984279952,1.511557583112195,1.8981007912052592,non significant
O70352,23.580862123999523,23.861491347999365,23.31207084304771,0.5494205049516552,0.04114989886420898,0.7591945984279952,1.3856312278337268,2.3053160571068263,non significant
P62083,26.24802811193809,25.915699568421886,26.277077881348344,-0.3613783129264583,0.1256106266165496,0.7591945984279952,0.9009736178782324,3.555950560374653,non significant
P0C0S7,23.00429165019524,23.321470914034375,22.669872297345197,0.6515986166891778,0.10189622009065105,0.7591945984279952,0.9918419261429355,2.075033985052461,non significant
P60522,25.424834282819933,25.553540744390165,25.161847089891808,0.3916936544983578,0.03531401035483986,0.7591945984279952,1.452052959976438,3.1704130280631126,non significant
O88989,29.55139566573536,29.825231029586757,29.489026210097137,0.33620481948961967,0.034248660631561845,0.7591945984279952,1.4653564078707007,4.043117317604784,non significant
Q5RJQ4,29.463156980396715,29.5300314555309,29.327682899517338,0.20234855601356116,0.0955922575484275,0.7591945984279952,1.0195772817841815,,non significant
P85845,30.633409276177833,30.898987602255477,30.306326706521727,0.5926608957337507,0.08626881433277482,0.7591945984279952,1.064146170807278,2.193001720538842,non significant
P59215,28.959058594244635,29.09722717935355,28.768619239580584,0.3286079397729651,0.1028340819542448,0.7591945984279952,0.9878629247223878,4.242463078077101,non significant
P29314,30.324724689752102,30.525943028561482,30.21060965757404,0.3153333709874424,0.11869148463676846,0.7591945984279952,0.9255804378096887,4.691379243368877,non significant
O35987,24.831635198310007,24.51342477134877,24.992509134722578,-0.4790843633738078,0.08837008028110943,0.7591945984279952,1.0536947504650858,2.5645187475535316,non significant
P10760,28.038768817458845,29.150575396409007,27.917019242300324,1.2335561541086832,0.10139716730733758,0.7591945984279952,0.9939741775468266,1.6362280634337447,non significant
Q7TP54,28.228208426253957,28.053929858433097,28.283575361226273,-0.22964550279317564,0.11709056853466507,0.7591945984279952,0.9314780852718845,,non significant
P30904,27.46600425509929,27.73744264905426,27.36905623651809,0.368386412536168,0.11612468849324302,0.7591945984279952,0.9350754380002143,3.4522400414938774,non significant
Q6AXX6,26.48798927971508,26.24312662730245,26.60752624741572,-0.36439962011327154,0.08375189725818538,0.7591945984279952,1.0770053459695914,3.5099308543097676,non significant
P51635,26.04272926157289,25.88522490219927,26.28314951636221,-0.39792461416294245,0.07532227736393718,0.7591945984279952,1.1230765575927177,3.107793271688561,non significant
P31646,23.49070890929445,24.049424442474677,23.205391304872123,0.8440331376025547,0.06424841729896905,0.7591945984279952,1.1921375663124718,1.841450600210491,non significant
O54874,30.574836242674085,30.734553915990556,30.472920332498195,0.26163358349236177,0.0687860970303087,0.7591945984279952,1.162499332014098,,non significant
P23565,31.002621067586198,31.180111662818472,30.807798767111876,0.372312895706596,0.12533008468003712,0.7591945984279952,0.9019446668969385,3.3985189002814713,non significant
