Protein.Ids	Description	AC1R1.raw	AC1R2.raw	AC1R3.raw	AC2R1.raw	AC2R2.raw	AC2R3.raw	AHFD1R1.raw	AHFD1R2.raw	AHFD1R3.raw	AHFD2R1.raw	AHFD2R2.raw	AHFD2R3.raw	AHFD3IPR1.raw	AHFD3IPR2.raw	AHFD3IPR3.raw	AHFD4IPR1.raw	AHFD4IPR2.raw	AHFD4IPR3.raw	AHFD5PioR1.raw	AHFD5PioR2.raw	AHFD5PioR3.raw	AHFD6PioR1.raw	AHFD6PioR2.raw	AHFD6PioR3.raw	AHFD7CrR1.raw	AHFD7CrR2.raw	AHFD7CrR3.raw	AHFD8CrR1.raw	AHFD8CrR2.raw	AHFD8CrR3.raw
Q05546	Tenascin-R OS=Rattus norvegicus OX=10116 GN=Tnr PE=1 SV=1	237451272.8125	235828555.453125	228165691.4375	301292152.6875	347601273.125	251923546.125	367698474.96875	260487718.1875	411415824.0	369269496.4375	323621386.96875	252172526.21875	371212211.5	459232352.125	325967066.671875	325190992.6875	471347181.25	398225955.875	335621480.3125	382431015.25	342347845.375	450058211.375	317879828.03125	343976457.875	428473318.125	538713466.0	314203232.21875	476461928.5625	329669886.25	404060950.375
F1LX07	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial OS=Rattus norvegicus OX=10116 GN=Slc25a12 PE=3 SV=5	285412147.25	241338323.75	250486089.375	263641562.0625	308513275.75	261777170.625	381926380.125	285817652.0	449299661.03125	283597234.8125	287599134.0	282155904.25	322106572.0	359510264.8125	333264198.0	374828778.25	398212424.0	320353393.5	351750259.75	158549555.5625	385295897.5	383317385.5	317880751.25	340635374.125	434636108.75	547582630.625	377089463.0	421856032.625	357206803.0	424169579.25
P31596	Excitatory amino acid transporter 2 OS=Rattus norvegicus OX=10116 GN=Slc1a2 PE=1 SV=2	254197357.864258	289629413.136719	242653720.15625	388017743.5625	746739190.37793	431921767.601563	338991494.28125	371588823.0625	822500218.625	719640904.628906	281369943.6875	435029388.658203	519167987.5	896678885.78125	294435042.328125	604088152.375	543527678.0	636500626.0	519281252.285156	421582000.0625	452032388.125	635204494.5625	446893127.375	256590321.976563	854356549.75	863015708.5	411289136.25	635934805.625	339656698.195313	778842660.1875
Q68FY0	Cytochrome b-c1 complex subunit 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Uqcrc1 PE=1 SV=1	315334236.84375	258594279.0	216205263.5	319375341.5	323866108.4375	184609575.875	382428254.3125	243540263.625	341934516.5	309013067.3125	282229344.3125	323591208.5625	311464905.25	365616827.625	383252358.5	429319190.5625	287136526.21875	282032560.1875	334326925.0	120413253.1875	348849683.8125	276644750.5	255780539.6875	305886774.5	354068029.8125	419458450.828125	315209262.9375	352450259.8125	289607557.75	347144978.125
P15205	Microtubule-associated protein 1B OS=Rattus norvegicus OX=10116 GN=Map1b PE=1 SV=3	9324206686.30859	8318387846.53125	9313395339.77539	6646953791.55469	3962096943.9375	7830817850.79688	4850490570.90625	9727511580.0625	5984393607.1875	5013035757.76563	10293201138.5625	10864035282.2734	5870779520.40625	6615332639.42188	8946583473.6875	7293248379.82031	7121624341.125	6818708504.5	5929296973.0625	1031476205.90625	6549271896.9375	5180320997.71484	4267296073.83594	8025499637.42188	4782404929.0	5883107630.25	12058280273.0	5718834898.125	9243645228.4375	5707309763.8125
Q66HF1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufs1 PE=1 SV=1	467221520.732422	377371035.46875	357456585.125	455120817.125	424205726.34375	540261690.6875	648347757.6875	525505914.96875	550537250.84375	436460048.5625	667582373.4375	547933586.21875	403193819.6875	490167845.25	574974740.875	538082307.0625	472202248.25	473973540.546875	493825667.75	370246495.25	526421159.0625	512981021.6875	360341440.945313	586743207.4375	528852206.835938	609429868.125	563291683.625	574399787.6875	557321403.058594	559695262.15625
P47819	Glial fibrillary acidic protein OS=Rattus norvegicus OX=10116 GN=Gfap PE=1 SV=2	946439538.683594	338793078.972656	862508922.818359	514782092.75	449763580.6875	382138638.195313	493412428.8125	307277072.90625	595951976.614258	696888111.984375	821385061.523438	508384411.507813	574671242.359375	934934636.75	799088410.476563	889495785.988281	823828508.421875	756872026.361328	535908662.03125	612122522.21875	614229558.766602	756060286.3125	636151857.359375	645738737.335938	477099820.25	586519649.625	635777572.5625	567438195.75	631430253.914063	1045265812.0
P18484	AP-2 complex subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ap2a2 PE=1 SV=3	2252606230.84375	1313206859.82813	1884186629.13281	1576920488.375	1878053856.5	1387512797.4375	1833994398.26563	1365690950.75	2291541873.875	1819001650.53125	1851471509.17188	1717861452.92969	1891424601.125	2296798752.4375	1752188228.375	2189949848.75	2342039057.125	1994703595.0	1791658051.75	1466375137.3125	2012249996.125	2110578344.25	1618439611.60938	1703493793.4375	2033348128.5625	2631549767.75	2041455326.0	2302111405.375	1854129469.6875	2436281883.125
P19527	Neurofilament light polypeptide OS=Rattus norvegicus OX=10116 GN=Nefl PE=1 SV=3	675516788.802734	378405413.914063	503622149.662109	571262036.484375	596871967.21875	356921936.153809	1251336793.1875	415987966.9375	692496114.15625	1057446610.875	991809967.15625	689367814.5625	994547471.34375	817988235.445313	1315717200.09375	1143770040.375	1426920066.625	790482932.210938	686079946.81543	896016009.025391	1425819442.0	1275854408.875	1107667492.5625	1258700142.59375	792253520.125	1117454718.125	840083737.96875	803213700.5625	856880697.625	1423892166.0
P62815	V-type proton ATPase subunit B, brain isoform OS=Rattus norvegicus OX=10116 GN=Atp6v1b2 PE=1 SV=1	304425347.0	303164088.28125	320769600.691406	475833390.25	453511631.03125	336594720.1875	636594388.25	338534180.71875	615398602.4375	443833835.75	340211154.15625	352205360.125	453888842.125	563424089.96875	451706619.125	526293304.75	576701369.0	507001592.125	490052127.625	390659498.625	665204654.21875	505003139.15625	470109791.125	551419371.398438	518505060.375	686280163.34375	546072210.625	590872962.625	530608762.0625	604100055.375
P02091	Hemoglobin subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Hbb PE=1 SV=3	1210350208.96875	791412970.273438	694317045.953125	1656672894.75	2002548790.28125	1568174101.65625	2719088724.375	1514047208.8125	2873725887.0625	2776732778.25	3137409207.0	1836855082.625	2718190408.1875	2105149436.125	2845865154.625	3093422745.96875	3700290828.625	2958654776.8125	1485044747.26563	2538357890.03125	2217280529.42188	2435150842.0625	2091370102.1875	2506008580.3125	3509460000.8125	2610473034.6875	1623348046.5625	2808084850.125	1610458604.5625	3506500109.0
Q9Z1P2	Alpha-actinin-1 OS=Rattus norvegicus OX=10116 GN=Actn1 PE=1 SV=1	599642436.15625	455671497.859375	555045518.6875	521955063.9375	584706903.359375	567994041.28125	408660944.8125	498142009.6875	710240731.5	552838497.59375	601908019.6875	610969086.5625	503215556.375	631751070.90625	674423445.375	759451997.6875	629817806.9375	592510676.25	447600437.3125	445687251.5	530122600.125	664959298.5	411240669.015625	574979214.28125	675821558.8125	763801782.0	704242742.5	630693002.25	570606088.0625	744008375.0
P53534	Glycogen phosphorylase, brain form (Fragment) OS=Rattus norvegicus OX=10116 GN=Pygb PE=1 SV=3	538969766.75	451493288.03125	499814583.78125	791066441.628906	637693186.710938	554784336.1875	1166124742.6875	493430522.53125	852697113.351563	523800457.84375	461133760.125	572282099.15625	626905804.09375	653022080.734375	723955594.0	730598840.0	913176589.625	871394111.234375	661390749.25	599989597.5625	1138971108.5625	638212308.25	718781568.390625	1043741517.1875	746825181.375	869600013.921875	755885605.78125	725812891.25	793986294.4375	861523602.125
P35213	14-3-3 protein beta/alpha OS=Rattus norvegicus OX=10116 GN=Ywhab PE=1 SV=3	311323617.350586	285246634.491211	267219584.904297	411413677.6875	465803835.791016	464764292.542969	533721394.71875	436471194.246094	595697062.640625	550674447.546875	921790177.9375	459794348.828125	528646397.5	510109506.5	623800147.1875	600422640.535156	685569521.421875	571407392.351563	470525428.865234	533061328.703125	564765101.484375	575506588.113281	423121820.0	529108720.027344	663656001.8125	602384881.05957	465774374.375	654439954.765625	447081157.0625	657097121.0
P01946	Hemoglobin subunit alpha-1/2 OS=Rattus norvegicus OX=10116 GN=Hba1 PE=1 SV=3	756280303.375	513841152.03125	468186302.53125	1164067727.79688	1943456730.625	1097214762.66406	2356705359.5	983385411.875	2380806280.875	2163484256.0	1836589117.375	1137514593.58789	2534185559.44336	1967180106.40625	1962453595.84375	2421941215.5	3202707974.25	2425030446.375	1214369860.6875	1911379149.0625	1896252673.0	2124450010.75	1805557396.375	1661198737.125	3241916878.25	2730619814.75	1038744443.0	2439145219.25	1140521262.24805	2911016018.0
P05065	Fructose-bisphosphate aldolase A OS=Rattus norvegicus OX=10116 GN=Aldoa PE=1 SV=2	188980650.6875	202270399.074219	158438122.21875	298130840.0	363917647.5	266482832.71875	517399655.4375	376357302.140625	614733660.125	482972779.75	476184852.59375	345832794.5	421767202.78125	654483769.4375	444963780.15625	554391566.0	605033526.773438	469089541.75	528051445.5	587535361.427734	641152234.96875	694552903.84375	481303390.25	395989240.25	639874881.875	630257091.3125	339048523.125	663270568.75	355802052.765625	606428594.875
Q9Z2L0	Non-selective voltage-gated ion channel VDAC1 OS=Rattus norvegicus OX=10116 GN=Vdac1 PE=1 SV=4	533983284.40625	421379880.90625	445529004.0	574376087.375	813790269.75	552729415.75	824740278.375	521896972.5625	1012730561.875	755200132.125	491744785.84375	643328559.75	737855631.125	992457250.25	724104586.5625	1001045797.375	798382537.25	794067668.75	825676721.0625	287301307.09375	1036040483.25	812504547.6875	695438599.0625	782851739.5	963954158.625	1087000092.875	647562854.125	939233123.0	832809847.0	1059095396.75
P09117	Fructose-bisphosphate aldolase C OS=Rattus norvegicus OX=10116 GN=Aldoc PE=1 SV=3	298900372.8125	258591597.25	226173515.128906	307098146.6875	397776336.4375	357095314.25	608492364.0	292626900.5	533525984.75	432690802.125	346225427.234375	336334661.625	364478536.34375	480103278.4375	512481517.5	461318417.4375	448698716.5	406978303.5	464438693.875	372424690.0	544729236.5625	539369993.125	365439749.5	636286314.125	520286730.25	562315739.5	338751507.6875	442884157.25	381398685.375	487730215.0
P50554	4-aminobutyrate aminotransferase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Abat PE=1 SV=3	626945307.109375	473164382.53125	462522833.0	612062041.6875	608273819.890625	748364643.5625	865000702.519531	543791175.8125	676010099.0625	601625605.921875	736042962.59375	584386583.34375	630608965.640625	627010346.09375	871237023.25	751397095.234375	790098120.1875	716246872.625	665383125.625	559685966.671875	923294522.625	667612456.75	681083725.375	964294018.375	731824676.5625	914297473.976563	724034157.0625	771749296.0	784387876.625	829908364.875
P46462	Transitional endoplasmic reticulum ATPase OS=Rattus norvegicus OX=10116 GN=Vcp PE=1 SV=3	822168630.5625	520939129.6875	593491924.8125	789842013.6875	620175563.640625	487809535.78125	1424972947.25	588881798.90625	840441771.125	779629760.25	905279413.375	707061624.25	754706144.75	791395388.5	762007033.6875	922288271.03125	1070573838.625	904657328.859375	671321566.5625	554412606.921875	1248674891.0	939812471.5	971430316.1875	1056801360.625	772454369.375	1045666652.75	1114175522.0	1049578137.375	982206091.5	1120458445.0
P00507	Aspartate aminotransferase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Got2 PE=1 SV=2	704770011.90625	550599793.9375	530606693.59375	658876939.289063	758094312.984375	680882660.875	1006060194.625	790014007.9375	1051424953.0625	749296204.625	994152642.875	806370527.375	820782229.34375	920330003.625	830313690.25	935317627.375	1028695800.5	907533886.4375	869243505.25	1083494789.0	1049550123.625	973573456.625	748343547.625	1065571573.625	1139210824.125	1128291849.0625	910755304.625	1053355510.875	869581763.875	1041559014.375
P68255	14-3-3 protein theta OS=Rattus norvegicus OX=10116 GN=Ywhaq PE=1 SV=1	367824861.388672	357964681.488281	317377246.12793	475046000.604492	517973060.936523	448441267.96875	435602132.1875	407599196.0625	617810873.691406	490811721.480469	409572147.289063	428449513.09375	499560601.3125	613348036.8125	503782883.53125	570723683.59375	543172206.375	529087794.265625	613355484.929688	565716271.9375	564838447.935547	589702506.125	419223469.664063	537068949.59375	590954309.923828	746321282.169922	483973105.71875	543494889.5	526195595.117188	646138866.875
Q05962	ADP/ATP translocase 1 OS=Rattus norvegicus OX=10116 GN=Slc25a4 PE=1 SV=3	859520247.886719	718347376.171875	713206131.457031	992689721.75	1255964870.1875	937969643.601563	1894433504.51953	1004499873.39453	1791379378.10938	1462802466.88281	798618339.46875	1166020043.3125	1301333743.21875	1571222023.50781	1347674838.54688	1672051276.62891	1502763323.15869	1365985739.67407	1507055772.25	474923861.1875	1738126012.0	1580351196.57813	1207795986.75	1676453751.5	1769730288.03711	2082021510.75	1110239711.4375	1639173548.41406	1346692236.89648	1850717463.46875
P11275	Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Rattus norvegicus OX=10116 GN=Camk2a PE=1 SV=1	1161025017.875	731006296.330078	1079647918.17188	1016458079.0625	1194044440.03711	907002065.21875	400188126.4375	675964358.40625	1084431113.13281	1390301891.8125	773528892.15625	1095176884.625	1050650027.625	2125537608.75	746470434.554688	1210663516.0	1224021818.0293	1352970951.625	659260909.28125	752132778.855469	733369550.970703	898627908.890625	857639820.625	463052983.046875	1108889028.6875	1393464470.125	1076952676.875	883188897.650391	841899526.34375	1546805161.57031
P50399	Rab GDP dissociation inhibitor beta OS=Rattus norvegicus OX=10116 GN=Gdi2 PE=1 SV=2	286352965.25	247868906.5625	211821950.375	307565423.0	359283074.742188	270361026.492188	369967745.125	285751903.625	411178373.25	348821174.5	303261556.0	301595254.625	344009179.0	401724878.375	381805642.125	395389954.5	383364840.75	369213180.875	374803566.75	411731235.65625	484912090.5	404261292.5	323842961.835938	358592950.8125	387058424.875	496086748.0	340110303.75	398456485.390625	342799633.820313	424622269.75
Q63198	Contactin-1 OS=Rattus norvegicus OX=10116 GN=Cntn1 PE=1 SV=2	2949260155.09375	2551903206.77344	3451802559.60938	2447777193.0	2185222248.92969	1627588422.67969	5118426988.6875	2081654975.71875	2279547615.9375	3459026630.25	4925925416.71875	2321894796.1875	2587750159.0625	2264310415.625	5353914133.75	3832130953.375	4489314716.125	3257668481.0	2667495001.5	1607896625.39063	4859882008.70313	4053464048.75	4814489690.53125	4933895873.6875	2281958326.875	4946018482.25	4966937092.21875	4118040944.6875	4741903312.6875	3801986282.625
P68511	14-3-3 protein eta OS=Rattus norvegicus OX=10116 GN=Ywhah PE=1 SV=2	91547409.53125	107274688.6875	97944907.25	155007154.4375	202479259.25	142176836.6875	117878653.25	160327588.625	225943299.75	172229234.25	141561525.875	163148871.125	176999280.625	221623934.25	124501990.25	185146569.5	203835882.0	175801245.125	183439521.5	175654545.25	143332094.625	220480417.375	116314112.125	146104884.375	254194401.0	256459903.25	145734683.0	195341028.0	125942439.125	226988342.0
P11506	Plasma membrane calcium-transporting ATPase 2 OS=Rattus norvegicus OX=10116 GN=Atp2b2 PE=1 SV=2	682504202.817383	618633909.363281	588226650.547852	1025633762.15625	686317604.6875	743010989.625	1155132971.375	721909643.203125	934356301.625	689731598.875	868274782.640625	742340357.625	675854457.75	701958629.4375	888179580.726563	1003688513.875	1052887571.0	912512828.125	720775584.101563	814688751.578125	1247463613.88672	684347941.421875	752791843.21875	1097685048.375	891949174.5	1139393139.625	958609293.328125	954741129.96875	856498444.609375	1052589865.60938
P06761	Endoplasmic reticulum chaperone BiP OS=Rattus norvegicus OX=10116 GN=Hspa5 PE=1 SV=1	205838813.875	168083473.1875	162744690.53125	244695737.5625	275830569.03125	152939500.40625	259030497.5625	137847862.765625	354552694.9375	281749475.5	196354409.5	197563677.375	268757966.90625	332687113.5625	265282042.375	330935195.9375	325274507.875	292398739.6875	244377847.5625	263579998.15625	271029407.125	333797733.03125	222470359.109375	235812419.375	304024632.8125	413626882.0	214660195.0	312814382.4375	233496908.625	385415713.5625
P11517	Hemoglobin subunit beta-2 OS=Rattus norvegicus OX=10116 PE=1 SV=2	45901147.125	33775097.375	22397908.34375	60786151.71875	64956978.875	70598964.875	159833874.5	80288453.75	121588078.25	100864322.25	291436117.0	78544384.125	124358789.5	89860561.625	142082723.5	107830965.75	150784343.0	101569474.0	67361623.25	65983814.46875	132987004.625	94612696.0	99806741.21875	128160446.3125	116596462.5	98900887.75	66761355.0	141565318.4375	71327978.75	143797438.0
P04797	Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Gapdh PE=1 SV=3	723127947.625	459449418.9375	610162317.183594	688287522.375	799871722.570313	469372421.183594	770080514.519531	495033499.5625	958099834.25	722492378.9375	594588144.828125	583072224.550781	851342211.050781	963747122.914063	698036701.007813	834188143.679688	1035129173.67188	912744828.960938	824841355.0625	633962515.929688	1120276162.78125	984796808.042969	839349775.207031	790695319.609375	1030734488.125	1263880816.48438	804710139.234375	935460212.640625	833618350.75	1159590726.76367
P85845	Fascin OS=Rattus norvegicus OX=10116 GN=Fscn1 PE=1 SV=2	1756482579.16016	1686287370.46875	1459484566.03125	1641646744.75	1165067055.4375	1380043142.78125	687748994.101563	1847866276.03125	1621135690.5	1793529804.0	768807608.203125	1928564824.125	1787317309.1875	1689007830.625	2071429381.625	1968464912.59375	824300171.65625	1942579450.0	1838141607.9375	1851980805.21875	1933972198.75	1961858892.875	2148735290.625	2321754338.57031	1860458243.84375	1990972894.625	2610864346.125	1400266331.0	2126219939.48438	1941587088.3125
P04642	L-lactate dehydrogenase A chain OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1	328434901.421875	288155665.351563	303747566.429688	438663873.140625	593563484.0	384864937.578125	548794737.78125	486443437.0	843671021.09375	664465987.96875	556784494.226563	470978049.15625	586405162.0	772193400.125	556947573.6875	749811836.25	743612240.1875	675272592.476563	712856863.125	758772334.375	719394852.640625	889728487.125	542463321.734375	492598248.625	792700273.8125	862366759.0625	524149195.71875	888763573.65625	586412163.375	800081956.75
